"tf.Tensor(502.2081, shape=(), dtype=float32)","tf.Tensor(243.75446, shape=(), dtype=float32)"
238.14868,243.75446
238.14868,243.75446
238.14867,243.75446
238.14868,243.75446
238.14868,243.75446
238.14867,243.75446
238.14867,243.75446
238.14868,243.75446
238.14867,243.75446
238.14868,243.75446
238.14868,243.75446
238.14867,243.75446
238.14867,243.75446
238.14867,243.75446
238.14867,243.75446
238.14868,243.75446
238.14867,243.75446
238.14865,243.75446
238.14867,243.75446
238.14865,243.75446
