train_loss,valid_loss
1.1775271,1.2882904
1.1667902,1.2673832
1.1562635,1.2470645
1.1459382,1.227513
1.1358228,1.2082554
1.1258224,1.1890199
1.1158952,1.1700101
1.1060431,1.1513114
1.0962739,1.1331501
1.0866287,1.1159977
1.0771743,1.1002011
1.0679811,1.085975
1.0591121,1.0734127
1.0506178,1.0624987
1.0425335,1.0531409
1.034878,1.0451914
1.0276579,1.0384789
1.0208685,1.0328321
1.0144974,1.0280893
1.0085262,1.0241026
1.0029335,1.0207447
0.99769586,1.0179075
0.9927894,1.0155008
0.9881907,1.0134512
0.983877,1.0116974
0.97982675,1.0101898
0.97601986,1.008887
0.9724374,1.0077564
0.9690623,1.0067693
0.9658785,1.0059037
0.96287155,1.005141
0.9600279,1.0044656
0.9573356,1.003865
0.95478344,1.0033283
0.95236135,1.0028466
0.95005995,1.0024127
0.9478707,1.0020202
0.945786,1.001664
0.94379866,1.0013396
0.94190234,1.0010431
0.9400909,1.0007709
0.938359,1.0005205
0.9367014,1.0002893
0.9351138,1.0000752
0.9335918,0.9998762
0.93213135,0.99969095
0.93072885,0.99951774
0.9293811,0.9993555
0.92808485,0.99920326
0.92683715,0.99905986
0.9256355,0.99892443
0.9244774,0.9987968
0.92336047,0.99867576
0.92228246,0.9985611
0.9212415,0.9984519
0.92023575,0.9983483
0.91926336,0.9982493
0.9183226,0.9981547
0.9174122,0.9980644
0.91653055,0.9979777
0.91567624,0.9978947
0.9148482,0.99781483
0.91404504,0.9977378
0.9132658,0.9976636
0.9125093,0.99759203
0.91177464,0.9975228
0.91106087,0.9974557
0.9103671,0.99739045
0.9096924,0.99732715
0.9090361,0.99726546
0.9083974,0.99720556
0.90777564,0.9971469
0.90717006,0.9970896
0.90658003,0.9970335
0.906005,0.99697834
0.90544444,0.9969241
0.9048977,0.9968708
0.90436435,0.9968181
0.9038438,0.996766
0.90333575,0.99671406
0.90283954,0.99666244
0.90235484,0.9966108
0.9018813,0.9965592
0.9014183,0.99650717
0.90096587,0.9964549
0.90052325,0.9964017
0.90009034,0.9963475
0.8996668,0.996292
0.8992522,0.9962349
0.89884615,0.99617535
0.8984486,0.9961131
0.89805907,0.9960476
0.89767736,0.9959776
0.89730316,0.9959024
0.8969363,0.99582046
0.89657646,0.99573034
0.89622337,0.99562925
0.89587665,0.99551475
0.8955362,0.9953821
0.89520156,0.99522597
0.8948724,0.9950382
0.89454854,0.99480736
0.89422935,0.99451625
0.8939144,0.9941395
0.8936029,0.99363744
0.89329416,0.9929503
0.89298666,0.9919866
0.8926787,0.9906236
0.8923679,0.9887457
0.8920519,0.98637193
0.89172965,0.9838599
0.8914028,0.98177516
0.8910745,0.9803196
0.89074606,0.97926015
0.8904169,0.9784215
0.89008665,0.9777245
0.889756,0.97703207
0.8894254,0.9762743
0.8890949,0.975478
0.8887653,0.9747125
0.8884365,0.9740151
0.88810897,0.973387
0.88778263,0.972812
0.88745767,0.9722704
0.8871344,0.9717464
0.88681275,0.971234
0.8864931,0.97074074
0.88617516,0.97027326
0.88585943,0.9698338
0.88554573,0.9694193
0.88523436,0.9690263
0.8849253,0.9686515
0.8846185,0.96829367
0.8843141,0.96795183
0.88401204,0.9676244
0.8837126,0.9673126
0.88341564,0.9670165
0.88312113,0.96673447
0.8828292,0.96646535
0.8825399,0.9662081
0.8822532,0.9659621
0.88196903,0.96572745
0.88168746,0.9655033
0.8814085,0.9652889
0.8811321,0.9650822
0.88085836,0.96488297
0.88058734,0.9646911
0.88031864,0.96450675
0.88005275,0.9643295
0.87978923,0.9641588
0.87952834,0.96399474
0.87926996,0.96383697
0.87901413,0.963685
0.8787608,0.963538
0.87850994,0.9633957
0.87826145,0.96325845
0.8780155,0.96312565
0.8777719,0.9629974
0.87753075,0.96287286
0.87729186,0.9627523
0.87705535,0.9626349
0.87682116,0.9625217
0.8765893,0.9624131
0.87635976,0.9623094
0.8761323,0.96220934
0.8759071,0.9621118
0.8756842,0.96201646
0.8754634,0.96192384
0.87524486,0.961834
0.8750284,0.9617465
0.874814,0.9616608
0.8746017,0.96157736
0.87439144,0.96149594
0.8741832,0.96141607
0.873977,0.96133864
0.8737727,0.9612625
0.87357044,0.9611877
0.87337,0.96111387
0.8731715,0.96104103
0.87297493,0.96096915
0.8727802,0.9608982
0.8725872,0.9608279
0.8723962,0.960758
0.8722068,0.96068776
0.8720192,0.96061724
0.87183326,0.9605457
0.871649,0.9604721
0.87146646,0.96039534
0.87128544,0.96031386
0.8711061,0.9602256
0.8709282,0.96012723
0.8707518,0.9600141
0.87057674,0.9598779
0.870403,0.95970434
0.8702304,0.95946825
0.8700586,0.959119
0.86988705,0.95855767
0.86971486,0.9575436
0.86953974,0.9554975
0.86935645,0.9513028
