train_loss,valid_loss
0.8591054,0.95839876
0.85901254,0.95837975
0.8589204,0.95835996
0.85882884,0.9583394
0.85873795,0.95831776
0.85864776,0.9582951
0.85855824,0.9582709
0.8584691,0.95824474
0.85838085,0.9582163
0.858293,0.9581847
0.8582058,0.9581492
0.85811913,0.95810837
0.85803306,0.95806026
0.85794747,0.95800215
0.8578624,0.95792943
0.85777766,0.95783544
0.85769343,0.95770824
0.85760945,0.9575274
0.85752565,0.957256
0.8574417,0.9568224
0.8573572,0.95608234
0.8572712,0.9547484
0.85718215,0.9523309
0.85708696,0.9483824
0.8569815,0.94387305
0.85686445,0.94104695
0.85674113,0.93935996
0.8566137,0.93772125
0.8564822,0.9367023
0.85634875,0.9361084
0.8562142,0.93541026
0.85607845,0.93469733
0.85594165,0.9341174
0.8558041,0.933646
0.8556659,0.93324393
0.8555274,0.9328793
0.85538846,0.93252546
0.85524946,0.93218
0.8551102,0.9318559
0.854971,0.9315561
0.8548318,0.93127865
0.85469264,0.93101937
0.8545536,0.93077487
0.8544148,0.9305436
0.85427624,0.93032545
0.85413796,0.930121
0.854,0.9299286
0.8538625,0.92974675
0.8537253,0.9295735
0.85358846,0.92940855
0.85345197,0.92925143
0.853316,0.92910343
0.85318035,0.92896336
0.85304534,0.9288313
0.85291064,0.92870563
0.8527766,0.92858636
0.852643,0.9284737
0.8525099,0.9283673
0.8523774,0.9282659
0.85224545,0.92816997
0.8521141,0.9280786
0.85198325,0.927991
0.851853,0.9279075
0.8517234,0.9278276
0.85159427,0.92775095
0.8514658,0.9276772
0.85133797,0.92760617
0.85121065,0.9275378
0.85108405,0.92747223
0.850958,0.9274087
0.85083246,0.9273474
0.85070765,0.9272883
0.8505833,0.9272314
0.85045964,0.92717636
0.8503366,0.92712307
0.850214,0.9270714
0.8500922,0.927021
0.84997094,0.92697203
0.8498503,0.9269243
0.8497302,0.92687804
0.8496107,0.926833
0.8494918,0.9267889
0.8493735,0.9267462
0.8492557,0.92670447
0.84913856,0.9266637
0.849022,0.92662376
0.84890604,0.926585
0.8487906,0.92654717
0.8486758,0.9265104
0.8485616,0.9264747
0.84844786,0.9264397
0.8483347,0.92640543
0.84822214,0.92637193
0.8481102,0.9263393
0.84799874,0.92630744
0.8478879,0.92627615
0.84777755,0.9262459
0.8476678,0.92621636
0.8475586,0.92618746
0.8474499,0.9261591
0.8473418,0.92613167
0.84723413,0.9261047
0.847127,0.92607844
0.8470205,0.9260527
0.84691447,0.92602754
0.846809,0.92600286
0.846704,0.92597866
0.84659964,0.92595494
0.8464957,0.9259319
0.8463924,0.92590916
0.8462894,0.92588705
0.84618706,0.9258651
0.8460852,0.9258439
0.84598386,0.9258229
0.8458829,0.92580247
0.8457825,0.9257826
0.8456826,0.925763
0.8455832,0.9257438
0.8454844,0.92572486
0.8453859,0.92570615
0.845288,0.9256877
0.84519047,0.92566955
0.84509355,0.92565197
0.844997,0.92563456
0.84490097,0.9256173
0.84480536,0.92560047
0.84471023,0.92558384
0.8446156,0.9255674
0.8445214,0.92555135
0.8444276,0.92553544
0.8443343,0.9255198
0.84424144,0.9255045
0.8441491,0.9254894
0.8440571,0.9254746
0.8439656,0.92546004
0.8438745,0.92544574
0.8437838,0.92543167
0.84369355,0.92541796
0.8436038,0.9254045
0.84351444,0.9253911
0.8434255,0.925378
0.843337,0.92536503
0.84324884,0.9253524
0.8431611,0.92533976
0.84307384,0.92532754
0.842987,0.9253154
0.8429005,0.92530334
0.84281445,0.92529154
0.8427288,0.9252799
0.84264356,0.9252684
0.8425587,0.9252572
0.8424742,0.92524606
0.8423901,0.9252351
0.84230644,0.9252244
0.84222317,0.9252139
0.8421402,0.9252034
0.8420577,0.92519313
0.8419755,0.9251829
0.8418937,0.9251728
0.84181225,0.92516285
0.8417312,0.92515296
0.84165055,0.9251433
0.84157026,0.9251337
0.8414903,0.92512417
0.84141076,0.9251148
0.84133154,0.92510545
0.8412527,0.9250961
0.8411742,0.92508715
0.841096,0.92507815
0.84101814,0.92506933
0.8409407,0.9250605
0.84086365,0.9250518
0.8407868,0.92504334
0.8407104,0.925035
0.8406343,0.92502666
0.8405585,0.9250183
0.8404831,0.92501014
0.840408,0.92500204
0.84033334,0.92499405
0.8402589,0.9249862
0.8401848,0.92497826
0.840111,0.92497057
0.8400375,0.92496294
0.83996445,0.9249554
0.83989155,0.9249479
0.83981913,0.9249405
0.83974695,0.92493314
0.839675,0.92492586
0.8396035,0.9249187
0.83953226,0.9249117
0.8394613,0.9249045
0.8393907,0.9248976
0.8393203,0.92489064
0.83925027,0.9248838
0.8391805,0.924877
0.8391111,0.9248703
0.83904195,0.9248636
0.83897305,0.9248569
0.83890456,0.92485034
0.8388363,0.9248439
0.8387683,0.9248376
0.83870065,0.9248312
0.83863324,0.92482495
0.83856606,0.9248187
0.8384992,0.9248127
0.8384326,0.9248065
0.8383663,0.9248003
0.8383003,0.9247943
0.8382346,0.9247884
0.83816916,0.92478263
0.83810395,0.92477685
0.838039,0.9247711
0.83797437,0.92476535
0.83791,0.9247597
0.83784574,0.92475414
0.8377819,0.92474854
0.8377183,0.92474294
0.837655,0.92473745
0.8375919,0.92473197
0.83752906,0.92472655
0.8374664,0.9247213
0.8374041,0.92471594
0.837342,0.9247107
0.8372802,0.92470556
0.8372187,0.9247003
0.8371573,0.9246952
0.8370963,0.92469
0.8370354,0.92468494
0.83697486,0.92467993
0.8369145,0.924675
0.83685434,0.92467004
0.83679444,0.92466515
0.83673483,0.9246604
0.83667547,0.9246556
0.8366163,0.9246508
0.8365574,0.92464596
0.8364986,0.92464125
0.8364402,0.9246366
0.8363819,0.924632
0.836324,0.92462736
0.83626616,0.92462283
0.8362086,0.9246182
0.8361513,0.9246137
0.8360941,0.9246092
0.83603734,0.9246048
0.83598053,0.9246003
0.83592415,0.92459595
