train_loss,valid_loss
0.8611705,0.93658435
0.8610063,0.93595195
0.86084133,0.935425
0.86067617,0.9349777
0.8605105,0.9345666
0.86034477,0.9341684
0.860179,0.933781
0.8600132,0.93341786
0.8598475,0.93308365
0.859682,0.9327757
0.85951674,0.9324885
0.85935175,0.93221974
0.8591871,0.93196994
0.8590229,0.93173563
0.8588592,0.9315169
0.85869586,0.9313114
0.85853314,0.93111765
0.8583711,0.9309379
0.8582096,0.93077004
0.85804874,0.9306109
0.8578886,0.9304586
0.857729,0.9303135
0.8575701,0.9301748
0.857412,0.93004185
0.8572546,0.9299155
0.85709786,0.92979497
0.8569418,0.9296794
0.8567866,0.9295681
0.8566321,0.92946124
0.85647833,0.9293586
0.85632527,0.9292587
0.8561731,0.9291613
0.8560215,0.92906666
0.8558708,0.92897475
0.8557208,0.92888534
0.85557157,0.92879784
0.8554231,0.92871225
0.85527533,0.92862886
0.85512835,0.9285484
0.85498214,0.92847085
0.8548366,0.9283959
0.8546919,0.92832375
0.8545479,0.9282542
