loss,mse,val_loss,val_mse
212.3590545654297,212.3590545654297,217.0327606201172,217.0327606201172
212.43472290039062,212.43472290039062,217.0327606201172,217.0327606201172
212.42892456054688,212.42892456054688,217.0327606201172,217.0327606201172
212.38734436035156,212.38734436035156,217.0327606201172,217.0327606201172
212.31678771972656,212.31678771972656,217.0327606201172,217.0327606201172
212.40423583984375,212.40423583984375,217.0327606201172,217.0327606201172
212.37796020507812,212.37796020507812,217.0327606201172,217.0327606201172
212.3402862548828,212.3402862548828,217.0327606201172,217.0327606201172
212.34815979003906,212.34815979003906,217.0327606201172,217.0327606201172
212.2992401123047,212.2992401123047,217.0327606201172,217.0327606201172
212.36891174316406,212.36891174316406,217.0327606201172,217.0327606201172
212.31411743164062,212.31411743164062,217.0327606201172,217.0327606201172
212.37130737304688,212.37130737304688,217.0327606201172,217.0327606201172
212.3343505859375,212.3343505859375,217.0327606201172,217.0327606201172
212.42086791992188,212.42086791992188,217.0327606201172,217.0327606201172
212.50502014160156,212.50502014160156,217.0327606201172,217.0327606201172
212.34341430664062,212.34341430664062,217.0327606201172,217.0327606201172
212.4842529296875,212.4842529296875,217.0327606201172,217.0327606201172
212.3849334716797,212.3849334716797,217.0327606201172,217.0327606201172
212.30728149414062,212.30728149414062,217.0327606201172,217.0327606201172
212.34249877929688,212.34249877929688,217.0327606201172,217.0327606201172
212.47494506835938,212.47494506835938,217.0327606201172,217.0327606201172
212.294921875,212.294921875,217.0327606201172,217.0327606201172
212.4196014404297,212.4196014404297,217.0327606201172,217.0327606201172
212.3021240234375,212.3021240234375,217.0327606201172,217.0327606201172
212.29225158691406,212.29225158691406,217.0327606201172,217.0327606201172
212.33409118652344,212.33409118652344,217.0327606201172,217.0327606201172
212.40834045410156,212.40834045410156,217.0327606201172,217.0327606201172
212.3281707763672,212.3281707763672,217.0327606201172,217.0327606201172
212.3411407470703,212.3411407470703,217.0327606201172,217.0327606201172
212.31350708007812,212.31350708007812,217.0327606201172,217.0327606201172
212.41806030273438,212.41806030273438,217.0327606201172,217.0327606201172
212.42559814453125,212.42559814453125,217.0327606201172,217.0327606201172
212.53091430664062,212.53091430664062,217.0327606201172,217.0327606201172
212.35791015625,212.35791015625,217.0327606201172,217.0327606201172
212.42625427246094,212.42625427246094,217.0327606201172,217.0327606201172
212.3926544189453,212.3926544189453,217.0327606201172,217.0327606201172
212.41329956054688,212.41329956054688,217.0327606201172,217.0327606201172
212.3843994140625,212.3843994140625,217.0327606201172,217.0327606201172
212.40902709960938,212.40902709960938,217.0327606201172,217.0327606201172
212.3221435546875,212.3221435546875,217.0327606201172,217.0327606201172
212.32586669921875,212.32586669921875,217.0327606201172,217.0327606201172
212.29989624023438,212.29989624023438,217.0327606201172,217.0327606201172
212.35963439941406,212.35963439941406,217.0327606201172,217.0327606201172
212.33790588378906,212.33790588378906,217.0327606201172,217.0327606201172
212.34890747070312,212.34890747070312,217.0327606201172,217.0327606201172
212.35411071777344,212.35411071777344,217.0327606201172,217.0327606201172
212.31216430664062,212.31216430664062,217.0327606201172,217.0327606201172
212.34913635253906,212.34913635253906,217.0327606201172,217.0327606201172
212.39146423339844,212.39146423339844,217.0327606201172,217.0327606201172
212.3347625732422,212.3347625732422,217.0327606201172,217.0327606201172
212.41058349609375,212.41058349609375,217.0327606201172,217.0327606201172
212.3594207763672,212.3594207763672,217.0327606201172,217.0327606201172
212.3253631591797,212.3253631591797,217.0327606201172,217.0327606201172
212.3955078125,212.3955078125,217.0327606201172,217.0327606201172
212.47764587402344,212.47764587402344,217.0327606201172,217.0327606201172
212.3027801513672,212.3027801513672,217.0327606201172,217.0327606201172
212.31439208984375,212.31439208984375,217.0327606201172,217.0327606201172
212.35662841796875,212.35662841796875,217.0327606201172,217.0327606201172
212.31338500976562,212.31338500976562,217.0327606201172,217.0327606201172
212.41812133789062,212.41812133789062,217.0327606201172,217.0327606201172
212.42156982421875,212.42156982421875,217.0327606201172,217.0327606201172
212.38096618652344,212.38096618652344,217.0327606201172,217.0327606201172
212.49693298339844,212.49693298339844,217.0327606201172,217.0327606201172
212.34286499023438,212.34286499023438,217.0327606201172,217.0327606201172
212.31849670410156,212.31849670410156,217.0327606201172,217.0327606201172
212.39295959472656,212.39295959472656,217.0327606201172,217.0327606201172
212.3610076904297,212.3610076904297,217.0327606201172,217.0327606201172
212.30316162109375,212.30316162109375,217.0327606201172,217.0327606201172
212.3372039794922,212.3372039794922,217.0327606201172,217.0327606201172
212.34420776367188,212.34420776367188,217.0327606201172,217.0327606201172
212.3662109375,212.3662109375,217.0327606201172,217.0327606201172
212.42962646484375,212.42962646484375,217.0327606201172,217.0327606201172
212.4256134033203,212.4256134033203,217.0327606201172,217.0327606201172
212.32826232910156,212.32826232910156,217.0327606201172,217.0327606201172
212.37701416015625,212.37701416015625,217.0327606201172,217.0327606201172
212.32029724121094,212.32029724121094,217.0327606201172,217.0327606201172
212.3282928466797,212.3282928466797,217.0327606201172,217.0327606201172
212.39944458007812,212.39944458007812,217.0327606201172,217.0327606201172
212.32284545898438,212.32284545898438,217.0327606201172,217.0327606201172
212.3388671875,212.3388671875,217.0327606201172,217.0327606201172
212.3401336669922,212.3401336669922,217.0327606201172,217.0327606201172
212.3646240234375,212.3646240234375,217.0327606201172,217.0327606201172
212.3397216796875,212.3397216796875,217.0327606201172,217.0327606201172
212.38600158691406,212.38600158691406,217.0327606201172,217.0327606201172
212.37306213378906,212.37306213378906,217.0327606201172,217.0327606201172
212.29930114746094,212.29930114746094,217.0327606201172,217.0327606201172
212.2943572998047,212.2943572998047,217.0327606201172,217.0327606201172
212.36441040039062,212.36441040039062,217.0327606201172,217.0327606201172
212.4027099609375,212.4027099609375,217.0327606201172,217.0327606201172
212.2943115234375,212.2943115234375,217.0327606201172,217.0327606201172
212.31082153320312,212.31082153320312,217.0327606201172,217.0327606201172
212.39027404785156,212.39027404785156,217.0327606201172,217.0327606201172
212.2744598388672,212.2744598388672,217.0327606201172,217.0327606201172
212.33670043945312,212.33670043945312,217.0327606201172,217.0327606201172
212.4148712158203,212.4148712158203,217.0327606201172,217.0327606201172
212.44224548339844,212.44224548339844,217.0327606201172,217.0327606201172
212.40744018554688,212.40744018554688,217.0327606201172,217.0327606201172
212.29685974121094,212.29685974121094,217.0327606201172,217.0327606201172
212.36981201171875,212.36981201171875,217.0327606201172,217.0327606201172
212.2946319580078,212.2946319580078,217.0327606201172,217.0327606201172
212.39187622070312,212.39187622070312,217.0327606201172,217.0327606201172
212.34793090820312,212.34793090820312,217.0327606201172,217.0327606201172
